083300,3805.01,7.183,27330.956671
083400,3804.94,4.773,18156.73566
083500,3806,19.0522,72493.803587
083600,3809,50.7862,193430.80249
083700,3810,34.1743,130217.768525
083800,3813,30.2175,115226.005209
083900,3815,30.832,117631.954102
084000,3816.98,97.0702,370522.263526
084100,3814,55.8536,213206.424463
084200,3814.96,60.4219,230408.389386
084300,3812.98,59.7207,227718.179707
084400,3810,16.0333,61090.161341
084500,3810.03,11.8945,45318.219963
084600,3810,26.8796,102414.622852
084700,3811,23.8791,91023.490082
084800,3810,17.3794,66217.526448
084900,3809,1.9697,7502.711274
085000,3813,19.5182,74381.691304
085100,3813.95,10.1459,38687.30148
085200,3815,30.2596,115432.982911
085300,3815.02,44.9029,171373.678837
085400,3815.02,23.3784,89188.857926
085500,3818,12.9111,49285.162765
085600,3817,35.1126,134037.842801
085700,3818.05,16.3329,62353.379729
085800,3818.98,27.473,104916.948021
085900,3819.99,39.2469,149884.11547
090000,3820.88,153.894,587900.690507
090100,3820.89,9.6961,37047.762878
090200,3820.9,57.0767,218086.282767
090300,3821,59.1136,225888.346236
090400,3820,62.0909,237244.975961
090500,3821,21.7492,83088.9553
090600,3822,29.871,114142.445262
090700,3823,17.4052,66536.684715
090800,3823,33.7347,128967.928633
090900,3822,16.1505,61741.277179
091000,3823.42,10.3104,39413.773114
091100,3825,37.7114,144235.468478
091200,3829.13,41.2742,157957.532168
091300,3831,74.8592,286698.652094
091400,3835,171.7131,658202.320531
091500,3838.22,91.7781,352034.245481
091600,3838,147.1501,564691.834582
091700,3841.98,206.3216,792528.647057
091800,3843.2,124.6408,479205.510873
091900,3845.2,295.5667,1137078.900957
092000,3845.5,211.1765,812762.551615
092100,3848,38.6092,148556.963705
092200,3847.98,144.4538,555918.60436
092300,3845,58.9465,226593.450113
092400,3844.98,114.799,441281.14813
092500,3845,77.9961,299927.065257
092600,3847,85.1245,327393.564801
092700,3845,134.6073,517488.731774
092800,3844.99,39.6255,152301.250106
092900,3840.01,181.9212,699133.648847
093000,3837,117.038,449367.065909
093100,3839,75.3292,288827.663129
093200,3835.11,6.9643,26717.791083
093300,3837.02,48.9538,187769.290784
093400,3838.02,63.8875,245210.332615
093500,3840,20.3133,77986.910896
093600,3844,76.172,292623.655561
093700,3842.04,114.6624,440706.451624
093800,3846,75.308,289588.385679
093900,3848.9,88.5179,340664.370812
094000,3850,370.9426,1427937.895827
094100,3856,177.5874,683969.702639
094200,3861.26,132.4886,511210.469539
094300,3861.55,110.6956,427401.407019
094400,3860,234.6175,906321.036862
094500,3855,141.7277,546332.956198
094600,3853,104.9744,404620.232589
094700,3854,144.7635,557609.677231
094800,3852.6,89.0837,343178.462987
094900,3849.06,159.8556,615586.253066
095000,3857,174.6116,673026.699667
095100,3857,163.0886,628988.828332
095200,3858,79.6803,307340.691735
095300,3858,21.5381,83096.74471
095400,3855.05,13.4211,51775.471588
095500,3853,76.6536,295474.327086
095600,3845.01,110.5014,425255.369427
095700,3845,266.0075,1023124.452485
095800,3847.15,95.6374,367852.586954
095900,3850,45.9489,176853.492768
100000,3848.97,79.3014,305234.052443
100100,3842.1,151.9348,584440.120219
100200,3844,49.9907,192130.757723
100300,3839,100.9447,387682.232005
100400,3839.04,76.0149,291826.784105
100500,3840,82.1823,315556.50245
100600,3841,25.1816,96779.871326
100700,3844,29.2682,112466.480358
100800,3850,100.8686,388135.591556
100900,3850.88,33.1244,127548.531389
101000,3854.52,66.604,256572.616978
101100,3854.52,35.0951,135294.810089
101200,3851.2,56.6682,218262.455366
101300,3848,32.5346,125257.441888
101400,3850,142.3468,547804.809428
101500,3849.96,42.224,162587.640554
101600,3850,31.9438,122983.412078
101700,3848,59.6518,229617.502438
101800,3847.77,40.6533,156460.989346
101900,3845,38.0933,146478.805953
102000,3843.34,45.5242,175039.625722
102100,3843.4,60.2399,231532.375139
102200,3843.02,19.7024,75721.190913
102300,3845.03,92.5106,355776.782306
102400,3845.01,24.1296,92790.725096
102500,3845,23.8151,91610.542873
102600,3845,12.4519,47879.121803
102700,3845.03,19.3146,74265.608118
102800,3845.03,47.9174,184246.799408
102900,3846.98,5.1701,19886.230469
103000,3849,31.5433,121381.801035
103100,3853,68.1111,262213.574386
103200,3850.16,40.7285,156903.97467
103300,3854.1,49.3852,190280.850912
103400,3856.54,60.1879,232023.172929
103500,3855,48.8047,188177.191624
103600,3852,50.3325,193958.969312
103700,3850.43,43.7054,168346.690824
103800,3851,38.8415,149572.953835
103900,3850.01,42.0963,162132.652192
104000,3850,52.9921,204043.717748
104100,3853.97,5.1019,19645.603452
104200,3852.9,37.6369,144938.724523
104300,3852.97,41.3178,159213.111605
104400,3853.34,50.3382,193974.490747
104500,3853.98,10.7015,41236.286636
104600,3852.99,23.6783,91231.316964
104700,3851.82,10.8096,41642.233703
104800,3850.03,3.9834,15338.829629
104900,3849.3,10.1099,38925.162275
105000,3848.89,23.8878,91923.166197
105100,3848.89,20.8547,80268.716378
105200,3846.37,41.3304,158989.420851
105300,3845,50.0285,192343.942894
105400,3845.02,9.6181,36983.490714
105500,3845,28.7633,110655.115453
105600,3845.29,7.7613,29843.468124
105700,3849.79,12.9827,49954.001162
105800,3848.2,11.3576,43711.603317
105900,3849.8,11.6976,45034.293504
110000,3850,37.1957,143201.692633
110100,3850.67,18.4466,71019.325344
110200,3849.81,12.7573,49118.379281
110300,3848.06,15.6872,60379.478666
110400,3844.82,80.1853,308321.204205
110500,3844.1,108.8573,418465.741902
110600,3841.97,122.1251,469316.701106
110700,3842,131.4536,504958.451709
110800,3841.3,76.19,292684.59344
110900,3840,218.794,840341.97441
111000,3840,126.5702,486028.533965
111100,3838.01,28.8517,110773.911998
111200,3840,61.9141,237756.010896
111300,3840.03,13.7009,52611.543468
111400,3840,14.0996,54143.165862
111500,3839,51.1951,196506.907068
111600,3840,27.5794,105889.708216
111700,3840.52,40.0661,153853.932431
111800,3841.95,84.7931,325712.278048
111900,3841.95,41.35,158860.80292
112000,3842.32,17.5932,67610.269423
112100,3842.96,8.1042,31143.3089
112200,3842,19.4334,74666.299843
112300,3840,266.9907,1025280.488757
112400,3839,45.1931,173498.281876
112500,3836.4,20.4993,78673.465902
112600,3835,41.4406,158929.561515
112700,3832,447.2954,1710523.090612
112800,3811,223.9311,853104.728242
112900,3823.01,87.9896,335993.53502
113000,3819.98,103.7024,396038.266352
113100,3814,136.296,520013.472699
113200,3814,42.2625,161145.996704
113300,3816,28.2966,107953.118123
113400,3811,367.6048,1399245.138087
113500,3808.98,110.7307,421314.954682
113600,3808,59.933,228167.805707
113700,3808,124.7022,475167.517239
113800,3820,109.6044,418240.549738
113900,3817.02,161.5359,616994.490122
114000,3814,63.6136,242714.939564
114100,3813.99,17.1001,65171.76164
114200,3810,142.2825,542599.099182
114300,3810.01,75.4195,287476.806995
114400,3810,50.4605,192308.0965
114500,3811.2,55.7895,212717.310318
114600,3816,45.6552,174155.114908
114700,3817.79,161.03,614932.970611
114800,3819,96.418,368133.923593
114900,3816,98.9314,377718.615063
115000,3815.88,22.9725,87661.047847
115100,3818.8,39.3605,150201.61455
115200,3819,10.4341,39843.136406
115300,3817.9,46.4948,177472.934536
115400,3816,20.4842,78180.046815
115500,3815.88,15.5573,59365.640347
115600,3816.77,8.7048,33217.476208
115700,3817.98,5.9101,22562.604644
115800,3819.9,31.1862,119105.003888
115900,3819.92,43.3509,165588.550342
120000,3821.77,15.4057,58858.658062
120100,3825,66.7694,255265.033816
120200,3825.02,55.1343,210938.942233
120300,3824.98,71.7187,274317.765849
120400,3821.03,18.2379,69716.087636
120500,3820,164.9649,630266.693877
120600,3821.01,39.1091,149400.908189
120700,3819.98,14.9128,56964.259635
120800,3820.02,65.0321,248417.689195
120900,3818.95,54.7124,208997.339031
121000,3818.96,37.7865,144315.129245
121100,3819,54.1423,206766.526316
121200,3819.99,52.8462,201838.027178
121300,3818.2,39.2033,149637.2987
121400,3813,83.1082,317045.391927
121500,3809.8,178.8074,681061.303719
121600,3808.98,35.8453,136536.861965
121700,3806.98,33.9454,129225.915261
121800,3809.99,69.281,263797.437821
121900,3809,19.8567,75639.850042
122000,3818.06,36.6401,139689.762998
122100,3813.98,21.6184,82454.534664
122200,3814,18.7461,71508.285845
122300,3812.11,4.6315,17658.125639
122400,3815,24.0893,91891.439147
122500,3802.01,129.5993,493456.605482
122600,3804.98,355.5448,1351582.112775
122700,3805,64.5052,245254.136279
122800,3796,334.5925,1271427.90606
122900,3802.5,139.62,530385.290485
123000,3803.9,38.2316,145352.696618
123100,3806,67.3686,256383.490494
123200,3807.17,55.0347,209413.165033
123300,3808.02,57.6205,219440.080108
123400,3802,66.5731,253380.678143
123500,3808,29.4764,112187.960288
123600,3806,45.659,173852.585755
123700,3805,39.2422,149364.244583
123800,3804,46.8804,178330.343558
123900,3804,31.7852,120966.859107
124000,3807.69,13.0783,49756.1972
124100,3808.46,7.1044,27054.019451
124200,3811.22,108.6483,413925.921076
124300,3813.98,202.0241,770731.367019
124400,3812.02,14.0413,53529.183722
124500,3810,51.4508,196116.222948
124600,3813.8,14.7739,56294.255763
124700,3814.98,9.1943,35079.099152
124800,3811.95,33.3289,127034.744908
124900,3817.97,46.3559,176765.978872
125000,3815.09,19.3061,73689.300988
125100,3818,30.1188,114973.026249
125200,3820,96.9122,370080.750178
125300,3820.11,133.6041,510495.059874
125400,3822,85.4852,326560.620821
125500,3825,94.0686,359782.734193
125600,3824.9,112.267,429520.42946
125700,3827,132.1158,505563.167318
125800,3826.98,105.0246,401722.443168
125900,3820,119.3731,456231.040512
130000,3821.22,91.3458,349118.731752
130100,3825,68.8916,263430.360212
130200,3823.01,26.9833,103153.727268
130300,3830,315.5704,1208359.172688
130400,3842.35,572.1154,2198379.75738
130500,3839,153.593,590004.954216
130600,3840,147.7052,566937.030429
130700,3841.01,103.342,396794.713169
130800,3835,79.1967,303892.059748
130900,3839,106.6809,409383.555036
131000,3835,119.9823,460244.937964
131100,3831.21,58.7258,225122.348746
131200,3830,241.592,924914.72335
131300,3835,94.5449,362489.567307
131400,3833.9,48.3472,185322.506129
131500,3834,51.5239,197507.058919
131600,3836.98,94.8024,363587.845828
131700,3837,73.535,282092.047541
131800,3836.12,76.1043,291974.566943
131900,3831.5,289.7323,1110267.745723
132000,3836,72.2597,277272.778992
132100,3836,149.5356,573577.264857
